CITY,REGION,STATE,ZIP-CODE,SEGMENT,SHIPMENT-MODE,ITEMS,SUB-ITEMS,QUANTITY,DISCOUNT,SALES,PROFIT
Plantation,South,FL,33317,Corporate,Standard Class,Technology,Phones,2,0.3,101.192,11.1046
Plantation,South,FL,33317,Corporate,Standard Class,Furniture,Chairs,4,0.3,146.536,17.4657
Milwaukee,Central,WI,53209,Consumer,Same Day,Office Supplies,Labels,3,0.1,25.46,12.8036
Quincy,Central,IL,62301,Consumer,Standard Class,Office Supplies,Labels,7,0.3,20.224,7.4682
Jacksonville,South,FL,32216,Consumer,Same Day,Technology,Phones,6,0.3,824.36,52.5229
Jacksonville,South,FL,32216,Consumer,Same Day,Office Supplies,Paper,3,0.3,16.384,6.0204
Mobile,South,AL,36608,Consumer,Standard Class,Furniture,Tables,3,0.1,802.36,201.5154
Mobile,South,AL,36608,Consumer,Standard Class,Technology,Phones,4,0.1,60.37,1.0254
Mobile,South,AL,36608,Consumer,Standard Class,Furniture,Chairs,8,0.1,1057.26,307.5148
New York City,East,NY,10024,Consumer,Standard Class,Office Supplies,Binders,4,0.3,13.216,5.3508
New York City,East,NY,10024,Consumer,Standard Class,Furniture,Bookcases,4,0.3,314.752,-14.6922
New York City,East,NY,10024,Consumer,Standard Class,Office Supplies,Paper,3,0.1,19.38,9.946
New York City,East,NY,10024,Consumer,Standard Class,Office Supplies,Binders,7,0.3,18.64,7.1814
New York City,East,NY,10011,Consumer,Standard Class,Office Supplies,Storage,7,0.1,991.6,258.7374
New York City,East,NY,10011,Consumer,Standard Class,Technology,Copiers,3,0.3,880.384,331.0194
New York City,East,NY,10011,Consumer,Standard Class,Office Supplies,Binders,10,0.3,13.36,5.5614
Dallas,Central,TX,75217,Corporate,Standard Class,Office Supplies,Storage,11,0.3,107.84,11.7694
Detroit,Central,MI,48234,Corporate,Standard Class,Furniture,Chairs,6,0.1,1459.05,424.0339
Detroit,Central,MI,48234,Corporate,Standard Class,Furniture,Chairs,2,0.1,27.04,8.4846
Detroit,Central,MI,48234,Corporate,Standard Class,Furniture,Chairs,3,0.1,477.2,120.2254
Detroit,Central,MI,48234,Corporate,Standard Class,Office Supplies,Appliances,3,0.2,87.844,19.4858
Dover,East,DE,19901,Consumer,Standard Class,Furniture,Furnishings,4,0.1,76.54,27.6744
Dover,East,DE,19901,Consumer,Standard Class,Office Supplies,Binders,3,0.1,20.36,10.4066
Columbus,East,OH,43229,Corporate,Same Day,Technology,Phones,6,0.5,1050.37,-208.9686
Columbus,East,OH,43229,Corporate,Same Day,Furniture,Chairs,4,0.4,611.458,-33.8922
Glendale,West,AZ,85301,Corporate,Standard Class,Office Supplies,Fasteners,3,0.3,2.768,1.8542
Glendale,West,AZ,85301,Corporate,Standard Class,Office Supplies,Paper,4,0.3,19.408,7.9158
North Las Vegas,West,NV,89031,Consumer,Standard Class,Technology,Phones,3,0.3,912.384,115.0234
North Las Vegas,West,NV,89031,Consumer,Standard Class,Furniture,Chairs,4,0.3,674.752,-108.5568
North Las Vegas,West,NV,89031,Consumer,Standard Class,Furniture,Furnishings,10,0.1,134.41,37.2081
North Las Vegas,West,NV,89031,Consumer,Standard Class,Technology,Accessories,4,0.1,171.37,71.1231
Bristol,South,TN,37620,Corporate,Standard Class,Furniture,Chairs,4,0.3,170.752,11.6724
Los Angeles,West,CA,90049,Corporate,First Class,Office Supplies,Binders,3,0.3,7.584,3.2704
Los Angeles,West,CA,90049,Corporate,First Class,Office Supplies,Supplies,3,0.1,6.68,1.0882
Los Angeles,West,CA,90049,Corporate,First Class,Office Supplies,Supplies,3,0.1,481.14,15.4476
Los Angeles,West,CA,90049,Corporate,First Class,Furniture,Bookcases,7,0.25,617.398,-35.2686
Los Angeles,West,CA,90049,Corporate,First Class,Office Supplies,Storage,6,0.1,141.8,39.2034
Canton,Central,MI,48187,Home Office,Second Class,Office Supplies,Storage,4,0.1,502.21,1.0254
Fayetteville,South,AR,72701,Consumer,First Class,Office Supplies,Binders,5,0.1,692.36,319.327
Fayetteville,South,AR,72701,Consumer,First Class,Technology,Accessories,6,0.1,35.35,16.4034
Springfield,Central,MO,65807,Corporate,Standard Class,Office Supplies,Paper,8,0.1,86.36,41.4266
Quincy,East,MA,2169,Home Office,Same Day,Furniture,Furnishings,3,0.1,85.7,15.5264
Rockford,Central,IL,61107,Consumer,First Class,Office Supplies,Binders,9,0.9,33.968,-52.6834
San Francisco,West,CA,94122,Home Office,Standard Class,Furniture,Furnishings,2,0.1,5.35,3.2034
San Francisco,West,CA,94122,Home Office,Standard Class,Office Supplies,Storage,6,0.1,26.8,1.0254
San Antonio,Central,TX,78207,Consumer,Second Class,Office Supplies,Binders,4,0.9,3.964,-5.2116
San Antonio,Central,TX,78207,Consumer,Second Class,Technology,Phones,6,0.3,824.36,52.5229
San Antonio,Central,TX,78207,Consumer,Second Class,Office Supplies,Art,4,0.3,10.672,1.9242
Thornton,West,CO,80229,Consumer,Same Day,Technology,Accessories,8,0.3,448.344,90.6142
Chicago,Central,IL,60653,Home Office,Standard Class,Furniture,Tables,4,0.6,481.36,-268.3122
Chicago,Central,IL,60653,Home Office,Standard Class,Technology,Phones,2,0.3,125.192,11.9447
Yonkers,East,NY,10701,Consumer,Standard Class,Office Supplies,Binders,4,0.3,40.576,15.5892
Yonkers,East,NY,10701,Consumer,Standard Class,Office Supplies,Binders,4,0.3,11.296,4.9752
San Diego,West,CA,92037,Consumer,Second Class,Office Supplies,Art,5,0.1,11.04,3.7918
Champaign,Central,IL,61821,Consumer,Standard Class,Furniture,Furnishings,6,0.7,152.36,-181.3266
San Francisco,West,CA,94122,Consumer,Second Class,Technology,Accessories,3,0.1,238.4,39.1054
Lawrence,Central,IN,46226,Consumer,Second Class,Technology,Accessories,7,0.1,155.74,56.9478
San Diego,West,CA,92105,Consumer,Second Class,Technology,Accessories,10,0.1,148.72,64.803
San Diego,West,CA,92105,Consumer,Second Class,Furniture,Chairs,2,0.3,241.184,28.1136
San Diego,West,CA,92105,Consumer,Second Class,Furniture,Chairs,8,0.3,192.368,17.8226
San Diego,West,CA,92105,Consumer,Second Class,Office Supplies,Paper,3,0.1,11.96,6.6898
San Diego,West,CA,92105,Consumer,Second Class,Office Supplies,Envelopes,5,0.1,12.2,6.6894
San Diego,West,CA,92105,Consumer,Second Class,Furniture,Chairs,4,0.3,842.752,43.143
Johnson City,South,TN,37604,Consumer,Second Class,Office Supplies,Envelopes,4,0.3,23.872,8.6538
Johnson City,South,TN,37604,Consumer,Second Class,Office Supplies,Binders,8,0.8,86.458,-62.0838
Johnson City,South,TN,37604,Consumer,Second Class,Technology,Phones,3,0.3,109.184,7.8244
Johnson City,South,TN,37604,Consumer,Second Class,Office Supplies,Paper,4,0.3,10.672,4.2354
Tampa,South,FL,33614,Consumer,Standard Class,Office Supplies,Binders,6,0.8,38.59,-25.7076
Decatur,Central,IL,62521,Corporate,First Class,Office Supplies,Storage,5,0.3,50.032,4.7478
Decatur,Central,IL,62521,Corporate,First Class,Office Supplies,Storage,5,0.3,52.496,4.9326
Gilbert,West,AZ,85234,Consumer,Standard Class,Office Supplies,Paper,3,0.3,9.968,4.0154
Gilbert,West,AZ,85234,Consumer,Standard Class,Office Supplies,Storage,3,0.3,82.768,-18.537
Gilbert,West,AZ,85234,Consumer,Standard Class,Furniture,Furnishings,7,0.3,365.104,-35.445
Gilbert,West,AZ,85234,Consumer,Standard Class,Furniture,Furnishings,5,0.3,40.656,12.0958
Knoxville,South,TN,37918,Corporate,Standard Class,Office Supplies,Art,4,0.3,4.768,1.4076
Chicago,Central,IL,60653,Consumer,Standard Class,Office Supplies,Binders,5,0.9,12.528,-19.5922
Bloomington,Central,IN,47401,Consumer,Second Class,Technology,Phones,4,0.1,135.25,38.7834
Roswell,South,GA,30076,Consumer,Standard Class,Office Supplies,Art,3,0.1,8.96,3.679
Roswell,South,GA,30076,Consumer,Standard Class,Technology,Phones,4,0.1,240.37,68.217
Roswell,South,GA,30076,Consumer,Standard Class,Office Supplies,Storage,3,0.1,357.34,108.1074
Los Angeles,West,CA,90036,Corporate,Standard Class,Technology,Accessories,3,0.1,660.3,218.7924
Los Angeles,West,CA,90036,Corporate,Standard Class,Furniture,Chairs,7,0.3,1685.152,211.6194
Los Angeles,West,CA,90036,Corporate,Standard Class,Technology,Accessories,9,0.1,560.32,191.3982
Houston,Central,TX,77036,Consumer,Standard Class,Technology,Accessories,8,0.3,280.344,50.0156
Bolingbrook,Central,IL,60440,Home Office,Standard Class,Office Supplies,Binders,6,0.9,10.38,-15.4416
Texarkana,South,AR,71854,Home Office,Standard Class,Technology,Accessories,6,0.1,49.3,19.1184
San Antonio,Central,TX,78207,Corporate,Standard Class,Office Supplies,Fasteners,4,0.3,3.952,2.2686
San Antonio,Central,TX,78207,Corporate,Standard Class,Office Supplies,Paper,4,0.3,15.952,6.4686
Edinburg,Central,TX,78539,Consumer,Standard Class,Office Supplies,Fasteners,3,0.3,2.768,1.8542
Toledo,East,OH,43615,Consumer,First Class,Technology,Accessories,3,0.3,128.384,26.6222
Baytown,Central,TX,77520,Corporate,Standard Class,Office Supplies,Paper,3,0.3,10.768,4.6542
Philadelphia,East,PA,19143,Home Office,Standard Class,Technology,Accessories,3,0.3,48.384,-0.1742
Los Angeles,West,CA,90045,Home Office,Second Class,Office Supplies,Storage,15,0.1,270.74,76.7206
Philadelphia,East,PA,19143,Home Office,Standard Class,Office Supplies,Appliances,8,0.3,98.512,19.4214
Philadelphia,East,PA,19143,Home Office,Standard Class,Office Supplies,Storage,5,0.3,564.208,22.1682
Philadelphia,East,PA,19143,Home Office,Standard Class,Office Supplies,Binders,5,0.8,10.828,-5.9266
Philadelphia,East,PA,19143,Home Office,Standard Class,Furniture,Furnishings,5,0.3,547.536,-67.3666
Philadelphia,East,PA,19143,Home Office,Standard Class,Technology,Phones,6,0.5,15.25,-2.1921
Philadelphia,East,PA,19143,Home Office,Standard Class,Technology,Phones,3,0.5,42.388,-8.7718
Philadelphia,East,PA,19143,Home Office,Standard Class,Furniture,Furnishings,2,0.3,7.984,3.3954
Philadelphia,East,PA,19143,Home Office,Standard Class,Furniture,Bookcases,6,0.6,352.85,-210.4446
Pearland,Central,TX,77581,Consumer,First Class,Technology,Phones,4,0.3,470.776,53.9427
New York City,East,NY,10035,Corporate,Standard Class,Office Supplies,Paper,4,0.1,19.84,10.3566
New York City,East,NY,10035,Corporate,Standard Class,Furniture,Furnishings,3,0.1,10.22,4.266
Phoenix,West,AZ,85023,Consumer,Standard Class,Furniture,Tables,6,0.6,802,-447.8706
Phoenix,West,AZ,85023,Consumer,Standard Class,Furniture,Chairs,3,0.3,161.968,11.1234
Phoenix,West,AZ,85023,Consumer,Standard Class,Office Supplies,Paper,3,0.3,16.496,6.2566
Phoenix,West,AZ,85023,Consumer,Standard Class,Office Supplies,Binders,5,0.8,8.056,-5.0994
Phoenix,West,AZ,85023,Consumer,Standard Class,Furniture,Chairs,4,0.3,312.376,-41.8713
Chesapeake,South,VA,23320,Corporate,Standard Class,Office Supplies,Storage,5,0.1,62.08,17.679
Chesapeake,South,VA,23320,Corporate,Standard Class,Office Supplies,Binders,5,0.1,64.36,31.7262
Chicago,Central,IL,60610,Consumer,Second Class,Technology,Phones,4,0.3,360.376,37.023
Chicago,Central,IL,60623,Consumer,Standard Class,Office Supplies,Paper,7,0.3,25.744,8.9454
Chicago,Central,IL,60623,Consumer,Standard Class,Office Supplies,Paper,6,0.3,27.12,10.3774
Seattle,West,WA,98103,Consumer,Standard Class,Office Supplies,Storage,3,0.1,30.68,2.2366
Seattle,West,WA,98103,Consumer,Standard Class,Office Supplies,Storage,4,0.1,58.33,17.2458
Seattle,West,WA,98103,Consumer,Standard Class,Furniture,Furnishings,3,0.1,35.74,14.4546
Seattle,West,WA,98103,Consumer,Standard Class,Office Supplies,Binders,6,0.3,137.64,47.3439
Harlingen,Central,TX,78550,Consumer,First Class,Furniture,Bookcases,6,0.42,241.732,-13.1706
Harlingen,Central,TX,78550,Consumer,First Class,Office Supplies,Paper,2,0.3,5.584,2.9046
Harlingen,Central,TX,78550,Consumer,First Class,Office Supplies,Art,8,0.3,145.944,17.3991
Philadelphia,East,PA,19140,Corporate,Standard Class,Office Supplies,Art,4,0.3,5.872,2.667
Philadelphia,East,PA,19140,Corporate,Standard Class,Technology,Accessories,3,0.3,48.384,14.221
Bakersfield,West,CA,93309,Consumer,Standard Class,Office Supplies,Art,6,0.1,9.8,3.7514
Bakersfield,West,CA,93309,Consumer,Standard Class,Office Supplies,Labels,6,0.1,74.4,38.0254
Bakersfield,West,CA,93309,Consumer,Standard Class,Technology,Phones,3,0.3,201.984,13.6244
Grand Prairie,Central,TX,75051,Consumer,Standard Class,Office Supplies,Envelopes,4,0.3,29.152,10.3698
Grand Prairie,Central,TX,75051,Consumer,Standard Class,Office Supplies,Paper,4,0.3,27.616,10.8912
Grand Prairie,Central,TX,75051,Consumer,Standard Class,Furniture,Chairs,3,0.4,197.772,-24.351
Greenwood,Central,IN,46142,Consumer,Same Day,Furniture,Chairs,6,0.1,1425.3,357.2504
New York City,East,NY,10024,Consumer,Standard Class,Furniture,Furnishings,3,0.1,14.96,7.2862
New York City,East,NY,10024,Consumer,Standard Class,Office Supplies,Binders,2,0.3,3.448,2.0541
Memphis,South,TN,38109,Consumer,Second Class,Office Supplies,Paper,6,0.3,26.32,10.0974
Buffalo,East,NY,14215,Consumer,Standard Class,Office Supplies,Supplies,8,0.1,835.57,17.7288
Los Angeles,West,CA,90036,Consumer,Second Class,Office Supplies,Paper,4,0.1,17.74,9.522
Homestead,South,FL,33030,Consumer,Standard Class,Office Supplies,Paper,2,0.3,44.784,16.5598
Homestead,South,FL,33030,Consumer,Standard Class,Office Supplies,Supplies,2,0.3,3.344,0.363
Pasadena,Central,TX,77506,Home Office,Standard Class,Office Supplies,Art,3,0.3,6.768,2.0602
Pasadena,Central,TX,77506,Home Office,Standard Class,Office Supplies,Labels,3,0.3,49.248,16.901
Pasadena,Central,TX,77506,Home Office,Standard Class,Office Supplies,Paper,3,0.3,20.048,7.6566
Pasadena,Central,TX,77506,Home Office,Standard Class,Furniture,Chairs,7,0.4,255.508,-17.1966
Freeport,East,NY,11520,Consumer,Second Class,Office Supplies,Binders,3,0.3,17.648,7.0622
Denver,West,CO,80219,Corporate,Standard Class,Technology,Phones,3,0.3,160.384,15.024
Quincy,East,MA,2169,Consumer,Standard Class,Office Supplies,Paper,3,0.1,13.1,6.8674
Detroit,Central,MI,48205,Consumer,Standard Class,Furniture,Furnishings,2,0.1,5.87,3.3775
Detroit,Central,MI,48205,Consumer,Standard Class,Office Supplies,Art,5,0.1,79.76,24.8334
San Francisco,West,CA,94109,Consumer,Standard Class,Furniture,Furnishings,4,0.1,22.54,7.446
Nashville,South,TN,37211,Consumer,Standard Class,Office Supplies,Binders,4,0.8,11.677,-7.6203
Nashville,South,TN,37211,Consumer,Standard Class,Office Supplies,Art,3,0.3,4.848,1.359
Nashville,South,TN,37211,Consumer,Standard Class,Furniture,Furnishings,4,0.3,45.16,15.5724
Detroit,Central,MI,48227,Corporate,Standard Class,Office Supplies,Binders,7,0.1,38.68,18.6342
Detroit,Central,MI,48227,Corporate,Standard Class,Technology,Phones,6,0.1,150.35,46.0104
Los Angeles,West,CA,90045,Home Office,First Class,Office Supplies,Art,4,0.1,13.24,4.4922
Los Angeles,West,CA,90045,Home Office,First Class,Furniture,Furnishings,4,0.1,45.07,13.0863
Philadelphia,East,PA,19140,Consumer,Standard Class,Office Supplies,Art,4,0.3,8.272,1.911
Asheville,South,NC,28806,Corporate,Second Class,Office Supplies,Art,4,0.3,8.272,1.911
New York City,East,NY,10024,Consumer,Standard Class,Office Supplies,Art,5,0.1,88.44,23.9158
Colorado Springs,West,CO,80906,Home Office,First Class,Office Supplies,Binders,8,0.8,41.035,-31.4826
San Antonio,Central,TX,78207,Corporate,Standard Class,Office Supplies,Binders,9,0.9,6.128,-8.1394
San Antonio,Central,TX,78207,Corporate,Standard Class,Office Supplies,Paper,11,0.3,42.64,14.2254
Los Angeles,West,CA,90036,Consumer,Standard Class,Office Supplies,Paper,10,0.1,54.22,25.2444
Sterling Heights,Central,MI,48310,Home Office,Second Class,Office Supplies,Art,5,0.1,79.76,21.659
New York City,East,NY,10009,Consumer,Standard Class,Office Supplies,Paper,3,0.1,13.88,7.7654
New York City,East,NY,10009,Consumer,Standard Class,Office Supplies,Binders,6,0.3,30.2,10.3379
New York City,East,NY,10009,Consumer,Standard Class,Furniture,Furnishings,9,0.1,414.4,125.2254
New York City,East,NY,10009,Consumer,Standard Class,Office Supplies,Binders,8,0.3,41.728,16.0068
Richmond,South,VA,23223,Consumer,First Class,Furniture,Furnishings,5,0.1,40.32,12.203
Seattle,West,WA,98105,Home Office,Standard Class,Office Supplies,Fasteners,4,0.1,9.34,5.1378
Seattle,West,WA,98105,Home Office,Standard Class,Technology,Phones,3,0.3,85.184,-19.1108
New York City,East,NY,10024,Corporate,Standard Class,Furniture,Tables,3,0.5,53.716,-18.5238
New York City,East,NY,10024,Corporate,Standard Class,Office Supplies,Appliances,4,0.1,56.92,16.851
Seattle,West,WA,98115,Home Office,Standard Class,Furniture,Furnishings,4,0.1,23.17,10.8165
Los Angeles,West,CA,90045,Consumer,Second Class,Furniture,Chairs,5,0.3,288.368,-2.5742
Los Angeles,West,CA,90045,Consumer,Second Class,Technology,Copiers,6,0.3,2800.36,946.0119
Los Angeles,West,CA,90045,Consumer,Second Class,Office Supplies,Paper,2,0.1,49.34,25.4954
Lakewood,West,CA,90712,Consumer,Standard Class,Furniture,Bookcases,4,0.25,257.899,25.2606
Plainfield,East,NJ,7060,Home Office,Standard Class,Office Supplies,Storage,5,0.1,2591.96,622.9998
Plainfield,East,NJ,7060,Home Office,Standard Class,Office Supplies,Appliances,6,0.1,42.35,11.5129
Columbia,South,TN,38401,Corporate,Standard Class,Furniture,Furnishings,6,0.3,79.52,14.8714
Woonsocket,East,RI,2895,Consumer,Second Class,Furniture,Furnishings,3,0.1,53.36,21.1502
Lancaster,East,PA,17602,Consumer,Standard Class,Office Supplies,Supplies,4,0.3,286.744,-63.402
Tampa,South,FL,33614,Corporate,Standard Class,Furniture,Furnishings,4,0.3,63.952,15.3246
Tampa,South,FL,33614,Corporate,Standard Class,Office Supplies,Supplies,4,0.3,41.776,5.6802
Tampa,South,FL,33614,Corporate,Standard Class,Office Supplies,Art,7,0.3,173.104,11.8194
Kenosha,Central,WI,53142,Consumer,Standard Class,Furniture,Bookcases,4,0.1,513.34,98.484
Kenosha,Central,WI,53142,Consumer,Standard Class,Furniture,Chairs,8,0.1,861.33,190.43
Kenosha,Central,WI,53142,Consumer,Standard Class,Technology,Phones,6,0.1,770.35,224.3109
Kenosha,Central,WI,53142,Consumer,Standard Class,Office Supplies,Art,2,0.1,15.38,5.5194
Kenosha,Central,WI,53142,Consumer,Standard Class,Furniture,Furnishings,7,0.1,373.48,83.103
Port Saint Lucie,South,FL,34952,Corporate,Second Class,Furniture,Bookcases,6,0.3,232.32,6.8234
Seattle,West,WA,98115,Home Office,Standard Class,Furniture,Furnishings,12,0.1,63.87,20.0664
Seattle,West,WA,98115,Home Office,Standard Class,Technology,Accessories,6,0.1,345.4,59.6754
San Antonio,Central,TX,78207,Consumer,Standard Class,Furniture,Tables,4,0.4,638.296,-126.5538
San Antonio,Central,TX,78207,Consumer,Standard Class,Technology,Machines,4,0.5,288.31,34.6149
San Antonio,Central,TX,78207,Consumer,Standard Class,Office Supplies,Envelopes,4,0.3,37,12.9204
Roswell,South,GA,30076,Consumer,Standard Class,Office Supplies,Art,2,0.1,2.18,1.5238
Roswell,South,GA,30076,Consumer,Standard Class,Office Supplies,Paper,5,0.1,26.32,13.467
Roswell,South,GA,30076,Consumer,Standard Class,Technology,Accessories,7,0.1,102.34,22.4328
Louisville,West,CO,80027,Corporate,Standard Class,Office Supplies,Art,3,0.3,7.248,1.6246
Los Angeles,West,CA,90036,Consumer,Standard Class,Furniture,Furnishings,12,0.1,474.83,200.286
Philadelphia,East,PA,19143,Consumer,First Class,Office Supplies,Paper,3,0.3,8.848,3.6654
Philadelphia,East,PA,19143,Consumer,First Class,Office Supplies,Storage,5,0.3,39.696,4.955
Superior,Central,WI,54880,Home Office,Standard Class,Office Supplies,Art,5,0.1,17.52,5.9902
Atlanta,South,GA,30318,Consumer,Standard Class,Office Supplies,Appliances,4,0.1,543.34,153.0486
Atlanta,South,GA,30318,Consumer,Standard Class,Office Supplies,Labels,4,0.1,9.04,5.259
Atlanta,South,GA,30318,Consumer,Standard Class,Office Supplies,Paper,6,0.1,194.2,95.9874
Atlanta,South,GA,30318,Consumer,Standard Class,Office Supplies,Paper,6,0.1,21.8,10.6554
Atlanta,South,GA,30318,Consumer,Standard Class,Office Supplies,Paper,3,0.1,98.28,49.9654
Atlanta,South,GA,30318,Consumer,Standard Class,Technology,Accessories,10,0.1,252.31,48.8883
Atlanta,South,GA,30318,Consumer,Standard Class,Office Supplies,Appliances,4,0.1,26.26,7.749
Chester,East,PA,19013,Consumer,Standard Class,Furniture,Chairs,4,0.4,170.458,-3.8334
Chester,East,PA,19013,Consumer,Standard Class,Technology,Phones,4,0.5,83.182,-14.1513
Chester,East,PA,19013,Consumer,Standard Class,Furniture,Chairs,6,0.4,854.33,1.0254
San Francisco,West,CA,94110,Corporate,First Class,Furniture,Bookcases,6,0.25,557.065,7.5744
San Francisco,West,CA,94110,Corporate,First Class,Technology,Phones,5,0.3,96.24,35.7674
Bedford,Central,TX,76021,Corporate,First Class,Office Supplies,Paper,5,0.3,30.064,11.037
Bedford,Central,TX,76021,Corporate,First Class,Office Supplies,Art,8,0.3,9.584,3.8954
Bedford,Central,TX,76021,Corporate,First Class,Technology,Phones,3,0.3,153.984,14.464
Bedford,Central,TX,76021,Corporate,First Class,Office Supplies,Binders,9,0.9,13.264,-21.4866
Lafayette,South,LA,70506,Consumer,Standard Class,Technology,Machines,4,0.1,480.37,241.0104
Lafayette,South,LA,70506,Consumer,Standard Class,Furniture,Chairs,5,0.1,233.28,61.5742
Covington,West,WA,98042,Home Office,Standard Class,Office Supplies,Appliances,7,0.1,237.28,67.3518
Covington,West,WA,98042,Home Office,Standard Class,Office Supplies,Paper,6,0.1,30.3,15.6764
Covington,West,WA,98042,Home Office,Standard Class,Technology,Accessories,5,0.1,100.4,22.0254
Lorain,East,OH,44052,Corporate,Same Day,Office Supplies,Binders,4,0.8,19.093,-13.3059
Lorain,East,OH,44052,Corporate,Same Day,Technology,Accessories,7,0.3,384.352,77.8158
Chicago,Central,IL,60623,Consumer,Standard Class,Office Supplies,Storage,3,0.3,25.216,2.5764
San Francisco,West,CA,94110,Corporate,Standard Class,Furniture,Furnishings,6,0.1,25.3,9.2424
San Francisco,West,CA,94110,Corporate,Standard Class,Office Supplies,Paper,5,0.1,21.52,10.5294
San Francisco,West,CA,94110,Corporate,Standard Class,Technology,Machines,7,0.3,768.352,289.0074
San Francisco,West,CA,94110,Corporate,Standard Class,Office Supplies,Binders,4,0.3,14.752,5.6898
San Francisco,West,CA,94110,Corporate,Standard Class,Technology,Phones,4,0.3,192.376,20.223
San Francisco,West,CA,94110,Corporate,Standard Class,Office Supplies,Labels,10,0.1,275.17,127.4196
San Francisco,West,CA,94110,Corporate,Standard Class,Furniture,Furnishings,7,0.1,70.96,25.0158
San Francisco,West,CA,94110,Consumer,Standard Class,Furniture,Furnishings,6,0.1,205.25,58.3834
Houston,Central,TX,77070,Corporate,Standard Class,Office Supplies,Binders,4,0.9,9.556,-12.7086
Chicago,Central,IL,60653,Consumer,Standard Class,Office Supplies,Appliances,3,0.9,24.392,-61.3538
New York City,East,NY,10035,Corporate,First Class,Office Supplies,Paper,4,0.1,81.28,40.6566
New York City,East,NY,10035,Corporate,First Class,Technology,Accessories,11,0.1,600.3,192.9934
New York City,East,NY,10011,Consumer,Second Class,Furniture,Furnishings,4,0.1,277.09,50.8296
New York City,East,NY,10011,Consumer,Second Class,Furniture,Chairs,3,0.2,173.164,33.6586
Philadelphia,East,PA,19134,Corporate,Standard Class,Office Supplies,Art,4,0.3,4.624,2.5038
Philadelphia,East,PA,19134,Corporate,Standard Class,Furniture,Tables,3,0.5,409.672,-80.829
Philadelphia,East,PA,19134,Corporate,Standard Class,Office Supplies,Labels,12,0.3,55.84,19.0434
Philadelphia,East,PA,19134,Corporate,Standard Class,Office Supplies,Paper,5,0.3,21.328,7.827
Philadelphia,East,PA,19134,Corporate,Standard Class,Office Supplies,Storage,7,0.3,1802.032,-336.7806
Philadelphia,East,PA,19134,Corporate,Standard Class,Furniture,Tables,2,0.5,67.576,-19.1274
Chicago,Central,IL,60610,Consumer,Standard Class,Office Supplies,Storage,6,0.3,646.6,-7.0521
Oakland,West,CA,94601,Consumer,Standard Class,Technology,Phones,8,0.3,73.144,-14.4327
Oakland,West,CA,94601,Consumer,Standard Class,Furniture,Chairs,4,0.3,572.56,36.7854
Chicago,Central,IL,60610,Consumer,Standard Class,Technology,Accessories,4,0.3,68.512,18.9048
Seattle,West,WA,98105,Corporate,First Class,Office Supplies,Binders,4,0.3,25.432,8.8479
Philadelphia,East,PA,19143,Consumer,Standard Class,Technology,Accessories,2,0.3,40.392,8.5239
Concord,South,NC,28027,Consumer,First Class,Office Supplies,Art,10,0.3,20.416,2.7768
Concord,South,NC,28027,Consumer,First Class,Office Supplies,Supplies,2,0.3,3.504,1.3746
Charlotte,South,NC,28205,Corporate,Standard Class,Office Supplies,Fasteners,6,0.3,7.92,2.4354
Charlotte,South,NC,28205,Corporate,Standard Class,Office Supplies,Art,4,0.3,10.672,1.9242
Charlotte,South,NC,28205,Corporate,Standard Class,Office Supplies,Labels,13,0.3,48.208,16.563
Charlotte,South,NC,28205,Corporate,Standard Class,Technology,Phones,10,0.3,979.24,111.1449
Dallas,Central,TX,75081,Consumer,First Class,Office Supplies,Binders,10,0.9,13.54,-20.6556
Dallas,Central,TX,75081,Consumer,First Class,Office Supplies,Binders,5,0.9,10.424,-15.5142
Dallas,Central,TX,75081,Consumer,First Class,Furniture,Bookcases,3,0.42,156.7728,-51.8654
Indianapolis,Central,IN,46203,Home Office,Second Class,Technology,Copiers,3,0.1,1000.38,451.0164
Broken Arrow,Central,OK,74012,Home Office,First Class,Technology,Phones,7,0.1,822.34,214.7298
Miramar,South,FL,33023,Consumer,Standard Class,Furniture,Furnishings,5,0.3,220.464,56.0414
Miramar,South,FL,33023,Consumer,Standard Class,Furniture,Furnishings,5,0.3,339.536,1.0254
Omaha,Central,NE,68104,Corporate,Second Class,Office Supplies,Binders,3,0.1,7.44,4.3342
Omaha,Central,NE,68104,Corporate,Second Class,Office Supplies,Fasteners,5,0.1,5.44,1.227
Omaha,Central,NE,68104,Corporate,Second Class,Office Supplies,Paper,4,0.1,116.68,58.0026
Jacksonville,South,NC,28540,Consumer,First Class,Technology,Phones,4,0.3,48.376,5.823
Tigard,West,OR,97224,Corporate,Standard Class,Office Supplies,Paper,10,0.3,60.448,23.5434
Tigard,West,OR,97224,Corporate,Standard Class,Office Supplies,Binders,2,0.8,5.422,-2.49
Decatur,Central,IL,62521,Corporate,Standard Class,Office Supplies,Binders,4,0.9,183.394,-319.2141
Decatur,Central,IL,62521,Corporate,Standard Class,Office Supplies,Paper,4,0.3,10.672,4.2354
Phoenix,West,AZ,85023,Home Office,First Class,Office Supplies,Binders,4,0.8,8.257,-4.9983
Sacramento,West,CA,95823,Corporate,Second Class,Technology,Phones,3,0.3,302.784,31.2638
Sacramento,West,CA,95823,Corporate,Second Class,Office Supplies,Binders,4,0.3,21.352,8.0967
Sacramento,West,CA,95823,Corporate,Second Class,Office Supplies,Binders,4,0.3,12.184,5.0025
